2.29658E-05,2.12655E-05,1.98152E-05,2.05591E-05
2.25512E-05,2.04522E-05,1.65414E-05,3.7598E-06
1.12122E-05,1.06301E-05,9.00514E-06,8.94675E-07
4.38828E-06,4.73763E-06,1.05368E-05,2.57558E-06
5.39335E-06,3.94855E-06,1.38385E-05,3.71317E-06
9.29361E-06,9.53468E-06,8.87274E-06,4.59698E-06
1.9973E-06,3.58609E-06,4.64335E-06,1.65516E-07
4.25188E-06,4.9637E-06,6.20906E-06,2.73897E-06
3.04532E-06,2.49527E-06,3.16896E-06,2.86548E-06
5.1313E-06,6.02238E-06,4.39189E-06,3.6546E-06
2.84471E-06,3.18637E-06,3.57081E-06,2.66561E-06
3.99143E-06,3.18414E-06,9.96791E-06,5.83235E-06
3.07436E-06,4.17208E-06,1.65841E-06,1.19602E-06
3.30073E-06,3.68821E-06,3.08577E-06,1.76519E-06
9.21528E-07,1.36871E-06,5.44157E-06,5.96831E-07
1.0953E-06,1.07103E-06,3.65613E-06,3.67912E-06
2.74734E-06,2.94899E-06,1.48228E-06,1.49887E-06
3.60166E-06,3.3524E-06,3.28035E-06,1.5322E-06
2.47865E-06,1.42526E-06,5.35218E-06,3.55906E-06
2.68901E-06,4.49586E-06,2.4205E-06,3.01962E-07
1.55632E-06,1.92606E-06,4.61587E-06,1.95862E-06
1.89087E-06,5.83357E-07,2.55855E-06,8.07416E-07
2.94771E-06,3.77372E-06,5.76404E-06,3.55822E-06
1.80037E-06,3.01212E-06,1.47357E-06,9.32522E-07
1.26942E-06,2.09371E-07,2.07056E-06,1.55884E-07
5.65032E-06,4.25179E-06,3.93198E-06,2.07851E-06
9.749E-07,1.84773E-06,1.92911E-06,9.49539E-07
2.6839E-06,1.8483E-06,4.01458E-06,2.29678E-06
2.21168E-06,2.62126E-06,3.08153E-06,1.25217E-06
8.48711E-07,1.32504E-06,4.80148E-07,8.76404E-07
5.46391E-07,1.37947E-06,1.80012E-06,1.79902E-07
7.72705E-07,1.2321E-06,2.32242E-06,8.20849E-07
2.5909E-06,1.27611E-06,3.36542E-06,1.01512E-06
1.84348E-06,8.57972E-07,1.97648E-06,1.36621E-06
1.45044E-06,2.81891E-06,4.33031E-06,1.12325E-06
1.5834E-06,2.91456E-06,2.79155E-06,1.55466E-06
6.00239E-07,6.51558E-07,3.63814E-06,1.42022E-06
2.51107E-06,7.69971E-07,1.23191E-06,1.65402E-06
2.66005E-06,1.32295E-06,4.34106E-06,1.27217E-06
1.81714E-06,1.60587E-06,3.23064E-06,2.24311E-06
6.93551E-07,1.66243E-06,2.66494E-06,5.62591E-07
1.80879E-06,2.30969E-06,2.29005E-06,2.08707E-06
2.28742E-06,1.88585E-06,2.46522E-06,1.80602E-06
8.72048E-07,3.77361E-07,2.41331E-06,2.94965E-07
2.74389E-07,1.05823E-07,3.84831E-07,2.47216E-07
2.55505E-06,2.37884E-06,4.20635E-06,1.85339E-06
4.11121E-07,1.46099E-06,2.85275E-06,1.48835E-06
8.65994E-07,1.90012E-06,1.91088E-06,7.95484E-07
1.34521E-06,1.21715E-06,1.3008E-06,1.28644E-06
3.50582E-07,1.55265E-06,1.43158E-06,4.72942E-07
2.42442E-06,1.16451E-06,1.10909E-06,1.40772E-06
9.87763E-07,3.40565E-07,1.0185E-06,3.81399E-07
9.72421E-07,8.06811E-07,1.63898E-06,9.9835E-07
6.01237E-07,3.03153E-07,1.75836E-06,8.13324E-07
6.41476E-07,1.87377E-07,1.24252E-06,5.01961E-07
1.38439E-06,2.43004E-06,1.94237E-06,1.39118E-06
2.6253E-06,3.03576E-06,3.50246E-06,2.12559E-06
3.91084E-06,5.67354E-06,7.1162E-06,4.58719E-06
5.67868E-06,7.76311E-06,9.14287E-06,6.71416E-06
2.41348E-06,2.00565E-06,4.61079E-07,1.71623E-06
2.30363E-06,2.67058E-06,2.40319E-06,1.58762E-06
2.15303E-06,2.65009E-06,9.91849E-07,1.41686E-06
1.04942E-06,1.62749E-06,6.10395E-07,4.86975E-07
2.1433E-07,1.29413E-06,8.14526E-07,5.36816E-07
7.56549E-07,1.37039E-06,1.98375E-06,7.41801E-07
1.17813E-06,2.42823E-07,1.3612E-06,9.67059E-07
1.76515E-06,1.3771E-06,8.43403E-07,1.01729E-06
7.72287E-07,1.4164E-06,1.18987E-06,1.40306E-06
1.03935E-06,1.55136E-06,1.61019E-06,6.69057E-07
1.55604E-06,2.92186E-06,3.81364E-06,2.36869E-06
1.22919E-06,1.11659E-06,2.47974E-07,6.52514E-07
4.66237E-06,5.36519E-06,8.90393E-06,2.76157E-06
2.2692E-06,2.32399E-06,3.60431E-06,1.39451E-06
1.50557E-06,8.05751E-07,4.57446E-07,1.10157E-06
2.82004E-06,2.17127E-06,3.30703E-06,2.00281E-06
1.38969E-06,1.4678E-06,2.48697E-06,1.51165E-06
9.27168E-07,1.00721E-06,3.97529E-07,4.5241E-07
1.28396E-06,2.01711E-06,4.01215E-06,1.96862E-06
2.05952E-06,1.64372E-06,1.92789E-06,4.40086E-07
2.19301E-06,2.82889E-06,4.08042E-06,2.34763E-06
6.68893E-07,1.00616E-06,6.57929E-07,5.58344E-07
3.473E-06,2.9959E-06,3.85466E-06,2.89362E-06
5.41008E-07,3.52554E-07,9.23062E-07,7.4837E-07
5.4962E-07,7.03961E-07,1.99725E-06,7.38748E-07
6.2286E-07,4.08357E-07,9.02767E-07,1.39907E-06
1.16725E-06,1.52663E-06,2.01125E-06,3.59674E-07
2.39425E-06,1.45482E-06,3.1412E-06,1.30381E-06
1.14181E-06,9.82213E-07,1.18311E-06,9.41681E-07
1.00207E-06,1.06532E-06,1.24546E-06,9.77839E-07
6.20174E-07,1.87257E-07,5.43922E-07,5.27639E-07
9.31203E-07,8.46085E-07,1.03028E-06,6.29477E-07
2.87916E-06,3.25063E-06,4.62729E-06,1.79904E-06
7.54249E-07,1.67877E-06,1.07607E-06,5.58557E-07
1.1906E-06,9.49E-07,1.61199E-06,7.76971E-07
4.34063E-07,5.91177E-07,1.38294E-06,8.2736E-07
6.91205E-07,2.10658E-06,3.86858E-06,1.60733E-06
2.06799E-06,1.29217E-06,2.11756E-06,1.63709E-06
9.40466E-07,1.65572E-06,1.33246E-06,9.2083E-07
1.1392E-06,1.8876E-06,2.34809E-06,5.74096E-07
6.58858E-07,1.935E-06,1.1415E-06,3.98226E-07
9.75295E-07,1.28498E-06,1.64582E-06,8.27631E-07
9.42969E-07,2.47792E-06,1.76677E-06,1.13313E-06
6.76849E-07,1.3088E-07,4.09056E-07,6.08851E-07
1.38165E-06,8.63894E-07,2.047E-07,5.93074E-07
9.29622E-07,7.58919E-07,4.55504E-07,2.91719E-07
2.02041E-06,1.57102E-06,2.79041E-06,1.89789E-06
2.6485E-06,2.26708E-06,3.7214E-06,2.02375E-06
4.40712E-07,1.71292E-06,4.45223E-07,4.14553E-07
6.21038E-07,3.07351E-07,1.17161E-06,5.12508E-07
1.44489E-06,1.59067E-06,2.81861E-06,1.7236E-06
2.83078E-07,1.7506E-06,8.46867E-07,8.91865E-07
5.12333E-07,6.61446E-07,2.56892E-06,3.55336E-07
7.8226E-07,1.38181E-06,5.26764E-07,7.56964E-07
1.9234E-06,3.08556E-06,4.03486E-06,1.30495E-06
2.204E-06,1.91118E-06,4.01828E-06,1.14365E-06
1.5425E-06,1.46327E-06,3.41451E-06,9.80459E-07
1.54399E-05,1.437E-05,2.79084E-05,1.45603E-05
9.71906E-06,1.18296E-05,1.98474E-05,7.98788E-06
9.07651E-07,2.47062E-06,3.53969E-06,1.40069E-06
7.4841E-07,7.15786E-07,1.5906E-06,1.2575E-06
6.91638E-07,1.32054E-06,2.09935E-06,1.14065E-06
5.74096E-07,8.75125E-07,9.4052E-07,1.62098E-07
2.03188E-06,1.60224E-06,3.35349E-06,1.18076E-06
5.76618E-07,7.43153E-07,1.28884E-06,2.89096E-07
8.1352E-07,1.76252E-06,2.20413E-06,8.21408E-07
1.19976E-06,1.08865E-06,1.52363E-06,7.82881E-07
1.1853E-06,2.72571E-07,1.07822E-06,1.22469E-06
7.95428E-07,7.65841E-07,5.97859E-07,6.4141E-07
1.1011E-06,6.93661E-07,1.9915E-06,1.05102E-06
7.28245E-07,4.4E-07,1.21373E-06,6.576E-07
6.86234E-07,1.34735E-06,1.41406E-06,4.71398E-07
1.08924E-06,1.07709E-06,1.83619E-06,8.26751E-07
2.27392E-06,1.26903E-06,6.58322E-07,1.18458E-06
1.2976E-06,1.72447E-06,2.15883E-06,1.01818E-06
1.44581E-06,1.25964E-06,1.83928E-06,1.15331E-06
4.66092E-07,9.45292E-07,1.75871E-06,2.92339E-07
1.34115E-06,1.20663E-06,1.04401E-06,7.75905E-07
4.20245E-07,1.21236E-06,1.62644E-06,1.46268E-06
5.16049E-07,6.1252E-07,7.30945E-07,5.22093E-07
1.20698E-06,8.52374E-07,9.21508E-07,2.11434E-07
9.41097E-07,3.26385E-07,7.76993E-07,7.34384E-07
5.64735E-07,7.03988E-07,1.15355E-06,3.98706E-07
3.96142E-07,1.15113E-06,2.07864E-06,1.48377E-06
2.71248E-06,2.9069E-06,3.10801E-06,1.41358E-06
9.78785E-07,4.55277E-07,1.24E-07,3.23356E-07
1.40157E-06,1.64949E-06,2.75532E-06,1.27764E-06
7.04101E-07,4.60084E-07,4.13437E-07,2.27595E-07
2.42383E-06,2.48859E-06,3.03691E-06,2.20171E-06
8.68496E-07,5.95333E-07,1.16164E-06,5.90631E-07
1.81179E-06,1.61302E-06,1.4428E-06,2.46387E-07
1.37153E-06,3.10375E-07,8.67507E-07,4.25614E-07
4.41965E-07,9.01357E-07,8.26645E-07,1.15173E-06
6.58676E-07,1.14831E-06,1.70256E-06,6.26284E-07
1.1271E-06,7.09952E-07,1.58786E-06,8.51211E-07
2.71098E-07,9.69374E-07,5.72672E-07,8.84811E-07
4.1459E-07,1.19591E-06,2.066E-06,9.45828E-07
2.13414E-06,1.98061E-06,3.74683E-06,1.37485E-06
1.30805E-06,6.30011E-07,1.6733E-06,1.56535E-06
8.01289E-07,1.44779E-06,2.41612E-06,1.37723E-06
7.55192E-07,8.81316E-07,8.5938E-07,5.4919E-07
3.35222E-07,4.22445E-07,1.19564E-06,4.42706E-07
2.03445E-06,1.69665E-06,2.86918E-06,1.74052E-06
1.0954E-06,1.34362E-06,2.01577E-06,3.89567E-07
2.43553E-06,2.75325E-06,2.87261E-06,2.31631E-06
9.93686E-07,5.77041E-07,1.40044E-06,5.45687E-07
1.03563E-06,8.89089E-07,1.62393E-06,2.4355E-07
1.49996E-06,1.99865E-06,2.81901E-06,1.84622E-06
9.14616E-07,1.44139E-06,1.70161E-06,6.80835E-07
1.37287E-06,1.78733E-06,2.96583E-06,1.40803E-06
1.23071E-06,2.37647E-06,3.2313E-06,2.60142E-06
1.3925E-06,1.21786E-06,4.69981E-07,1.52602E-06
